from,to,source,target
0,245,AlarmTemplates{id=0, message='DEVICE DETECTED A COMMUNICATION LINK DOWN ON AN INTERFACE', host='lc-sj1-3830.lvn.broadcom.net', source='Dynatrace', service='service15', incidentId=1},Interval{startTime='00:30', endTime='00:35', intervalPeriod='00:30-00:35', date='12-4-2021'}
12,65,AlarmTemplates{id=12, message='ntpd_monitoring: Process ntpd not started- max starts 3 reached', host='wpdvcdc01', source='UIM', service='service10', incidentId=3},Interval{startTime='16:40', endTime='16:45', intervalPeriod='16:40-16:45', date='12-4-2021'}
12,44,AlarmTemplates{id=12, message='ntpd_monitoring: Process ntpd not started- max starts 3 reached', host='wpdvcdc01', source='UIM', service='service10', incidentId=3},Interval{startTime='17:10', endTime='17:15', intervalPeriod='17:10-17:15', date='12-4-2021'}
12,187,AlarmTemplates{id=12, message='ntpd_monitoring: Process ntpd not started- max starts 3 reached', host='wpdvcdc01', source='UIM', service='service10', incidentId=3},Interval{startTime='17:25', endTime='17:30', intervalPeriod='17:25-17:30', date='12-4-2021'}
12,173,AlarmTemplates{id=12, message='ntpd_monitoring: Process ntpd not started- max starts 3 reached', host='wpdvcdc01', source='UIM', service='service10', incidentId=3},Interval{startTime='17:40', endTime='17:45', intervalPeriod='17:40-17:45', date='12-4-2021'}
12,148,AlarmTemplates{id=12, message='ntpd_monitoring: Process ntpd not started- max starts 3 reached', host='wpdvcdc01', source='UIM', service='service10', incidentId=3},Interval{startTime='18:10', endTime='18:15', intervalPeriod='18:10-18:15', date='12-4-2021'}
12,5,AlarmTemplates{id=12, message='ntpd_monitoring: Process ntpd not started- max starts 3 reached', host='wpdvcdc01', source='UIM', service='service10', incidentId=3},Interval{startTime='18:25', endTime='18:30', intervalPeriod='18:25-18:30', date='12-4-2021'}
12,266,AlarmTemplates{id=12, message='ntpd_monitoring: Process ntpd not started- max starts 3 reached', host='wpdvcdc01', source='UIM', service='service10', incidentId=3},Interval{startTime='18:40', endTime='18:45', intervalPeriod='18:40-18:45', date='12-4-2021'}
12,152,AlarmTemplates{id=12, message='ntpd_monitoring: Process ntpd not started- max starts 3 reached', host='wpdvcdc01', source='UIM', service='service10', incidentId=3},Interval{startTime='18:55', endTime='19:00', intervalPeriod='18:55-19:00', date='12-4-2021'}
12,223,AlarmTemplates{id=12, message='ntpd_monitoring: Process ntpd not started- max starts 3 reached', host='wpdvcdc01', source='UIM', service='service10', incidentId=3},Interval{startTime='19:40', endTime='19:45', intervalPeriod='19:40-19:45', date='12-4-2021'}
12,4,AlarmTemplates{id=12, message='ntpd_monitoring: Process ntpd not started- max starts 3 reached', host='wpdvcdc01', source='UIM', service='service10', incidentId=3},Interval{startTime='19:55', endTime='20:00', intervalPeriod='19:55-20:00', date='12-4-2021'}
12,264,AlarmTemplates{id=12, message='ntpd_monitoring: Process ntpd not started- max starts 3 reached', host='wpdvcdc01', source='UIM', service='service10', incidentId=3},Interval{startTime='20:25', endTime='20:30', intervalPeriod='20:25-20:30', date='12-4-2021'}
12,139,AlarmTemplates{id=12, message='ntpd_monitoring: Process ntpd not started- max starts 3 reached', host='wpdvcdc01', source='UIM', service='service10', incidentId=3},Interval{startTime='20:40', endTime='20:45', intervalPeriod='20:40-20:45', date='12-4-2021'}
12,188,AlarmTemplates{id=12, message='ntpd_monitoring: Process ntpd not started- max starts 3 reached', host='wpdvcdc01', source='UIM', service='service10', incidentId=3},Interval{startTime='20:55', endTime='21:00', intervalPeriod='20:55-21:00', date='12-4-2021'}
12,20,AlarmTemplates{id=12, message='ntpd_monitoring: Process ntpd not started- max starts 3 reached', host='wpdvcdc01', source='UIM', service='service10', incidentId=3},Interval{startTime='21:10', endTime='21:15', intervalPeriod='21:10-21:15', date='12-4-2021'}
12,106,AlarmTemplates{id=12, message='ntpd_monitoring: Process ntpd not started- max starts 3 reached', host='wpdvcdc01', source='UIM', service='service10', incidentId=3},Interval{startTime='21:40', endTime='21:45', intervalPeriod='21:40-21:45', date='12-4-2021'}
12,22,AlarmTemplates{id=12, message='ntpd_monitoring: Process ntpd not started- max starts 3 reached', host='wpdvcdc01', source='UIM', service='service10', incidentId=3},Interval{startTime='22:25', endTime='22:30', intervalPeriod='22:25-22:30', date='12-4-2021'}
12,77,AlarmTemplates{id=12, message='ntpd_monitoring: Process ntpd not started- max starts 3 reached', host='wpdvcdc01', source='UIM', service='service10', incidentId=3},Interval{startTime='22:40', endTime='22:45', intervalPeriod='22:40-22:45', date='12-4-2021'}
12,276,AlarmTemplates{id=12, message='ntpd_monitoring: Process ntpd not started- max starts 3 reached', host='wpdvcdc01', source='UIM', service='service10', incidentId=3},Interval{startTime='22:55', endTime='23:00', intervalPeriod='22:55-23:00', date='12-4-2021'}
12,247,AlarmTemplates{id=12, message='ntpd_monitoring: Process ntpd not started- max starts 3 reached', host='wpdvcdc01', source='UIM', service='service10', incidentId=3},Interval{startTime='23:10', endTime='23:15', intervalPeriod='23:10-23:15', date='12-4-2021'}
12,204,AlarmTemplates{id=12, message='ntpd_monitoring: Process ntpd not started- max starts 3 reached', host='wpdvcdc01', source='UIM', service='service10', incidentId=3},Interval{startTime='23:25', endTime='23:30', intervalPeriod='23:25-23:30', date='12-4-2021'}
12,48,AlarmTemplates{id=12, message='ntpd_monitoring: Process ntpd not started- max starts 3 reached', host='wpdvcdc01', source='UIM', service='service10', incidentId=3},Interval{startTime='23:40', endTime='23:45', intervalPeriod='23:40-23:45', date='12-4-2021'}
13,283,AlarmTemplates{id=13, message='Profile NP01SOA3- instance NP01SOA3- tablespace DSOA14_CUSTOM has 0.55% (567.30 MB) free space available (autoext.:YES- chunks:39.00)', host='wpdvorclupk01', source='APM', service='service3', incidentId=3},Interval{startTime='00:10', endTime='00:15', intervalPeriod='00:10-00:15', date='12-4-2021'}
13,170,AlarmTemplates{id=13, message='Profile NP01SOA3- instance NP01SOA3- tablespace DSOA14_CUSTOM has 0.55% (567.30 MB) free space available (autoext.:YES- chunks:39.00)', host='wpdvorclupk01', source='APM', service='service3', incidentId=3},Interval{startTime='00:25', endTime='00:30', intervalPeriod='00:25-00:30', date='12-4-2021'}
13,279,AlarmTemplates{id=13, message='Profile NP01SOA3- instance NP01SOA3- tablespace DSOA14_CUSTOM has 0.55% (567.30 MB) free space available (autoext.:YES- chunks:39.00)', host='wpdvorclupk01', source='APM', service='service3', incidentId=3},Interval{startTime='00:55', endTime='01:00', intervalPeriod='00:55-01:00', date='12-4-2021'}
13,250,AlarmTemplates{id=13, message='Profile NP01SOA3- instance NP01SOA3- tablespace DSOA14_CUSTOM has 0.55% (567.30 MB) free space available (autoext.:YES- chunks:39.00)', host='wpdvorclupk01', source='APM', service='service3', incidentId=3},Interval{startTime='01:10', endTime='01:15', intervalPeriod='01:10-01:15', date='12-4-2021'}
13,69,AlarmTemplates{id=13, message='Profile NP01SOA3- instance NP01SOA3- tablespace DSOA14_CUSTOM has 0.55% (567.30 MB) free space available (autoext.:YES- chunks:39.00)', host='wpdvorclupk01', source='APM', service='service3', incidentId=3},Interval{startTime='01:25', endTime='01:30', intervalPeriod='01:25-01:30', date='12-4-2021'}
13,194,AlarmTemplates{id=13, message='Profile NP01SOA3- instance NP01SOA3- tablespace DSOA14_CUSTOM has 0.55% (567.30 MB) free space available (autoext.:YES- chunks:39.00)', host='wpdvorclupk01', source='APM', service='service3', incidentId=3},Interval{startTime='01:40', endTime='01:45', intervalPeriod='01:40-01:45', date='12-4-2021'}
13,249,AlarmTemplates{id=13, message='Profile NP01SOA3- instance NP01SOA3- tablespace DSOA14_CUSTOM has 0.55% (567.30 MB) free space available (autoext.:YES- chunks:39.00)', host='wpdvorclupk01', source='APM', service='service3', incidentId=3},Interval{startTime='01:55', endTime='02:00', intervalPeriod='01:55-02:00', date='12-4-2021'}
13,213,AlarmTemplates{id=13, message='Profile NP01SOA3- instance NP01SOA3- tablespace DSOA14_CUSTOM has 0.55% (567.30 MB) free space available (autoext.:YES- chunks:39.00)', host='wpdvorclupk01', source='APM', service='service3', incidentId=3},Interval{startTime='02:10', endTime='02:15', intervalPeriod='02:10-02:15', date='12-4-2021'}
13,71,AlarmTemplates{id=13, message='Profile NP01SOA3- instance NP01SOA3- tablespace DSOA14_CUSTOM has 0.55% (567.30 MB) free space available (autoext.:YES- chunks:39.00)', host='wpdvorclupk01', source='APM', service='service3', incidentId=3},Interval{startTime='02:25', endTime='02:30', intervalPeriod='02:25-02:30', date='12-4-2021'}
13,262,AlarmTemplates{id=13, message='Profile NP01SOA3- instance NP01SOA3- tablespace DSOA14_CUSTOM has 0.55% (567.30 MB) free space available (autoext.:YES- chunks:39.00)', host='wpdvorclupk01', source='APM', service='service3', incidentId=3},Interval{startTime='02:40', endTime='02:45', intervalPeriod='02:40-02:45', date='12-4-2021'}
13,217,AlarmTemplates{id=13, message='Profile NP01SOA3- instance NP01SOA3- tablespace DSOA14_CUSTOM has 0.55% (567.30 MB) free space available (autoext.:YES- chunks:39.00)', host='wpdvorclupk01', source='APM', service='service3', incidentId=3},Interval{startTime='02:55', endTime='03:00', intervalPeriod='02:55-03:00', date='12-4-2021'}
13,38,AlarmTemplates{id=13, message='Profile NP01SOA3- instance NP01SOA3- tablespace DSOA14_CUSTOM has 0.55% (567.30 MB) free space available (autoext.:YES- chunks:39.00)', host='wpdvorclupk01', source='APM', service='service3', incidentId=3},Interval{startTime='03:10', endTime='03:15', intervalPeriod='03:10-03:15', date='12-4-2021'}
13,151,AlarmTemplates{id=13, message='Profile NP01SOA3- instance NP01SOA3- tablespace DSOA14_CUSTOM has 0.55% (567.30 MB) free space available (autoext.:YES- chunks:39.00)', host='wpdvorclupk01', source='APM', service='service3', incidentId=3},Interval{startTime='03:40', endTime='03:45', intervalPeriod='03:40-03:45', date='12-4-2021'}
13,91,AlarmTemplates{id=13, message='Profile NP01SOA3- instance NP01SOA3- tablespace DSOA14_CUSTOM has 0.55% (567.30 MB) free space available (autoext.:YES- chunks:39.00)', host='wpdvorclupk01', source='APM', service='service3', incidentId=3},Interval{startTime='03:55', endTime='04:00', intervalPeriod='03:55-04:00', date='12-4-2021'}
13,17,AlarmTemplates{id=13, message='Profile NP01SOA3- instance NP01SOA3- tablespace DSOA14_CUSTOM has 0.55% (567.30 MB) free space available (autoext.:YES- chunks:39.00)', host='wpdvorclupk01', source='APM', service='service3', incidentId=3},Interval{startTime='04:25', endTime='04:30', intervalPeriod='04:25-04:30', date='12-4-2021'}
13,37,AlarmTemplates{id=13, message='Profile NP01SOA3- instance NP01SOA3- tablespace DSOA14_CUSTOM has 0.55% (567.30 MB) free space available (autoext.:YES- chunks:39.00)', host='wpdvorclupk01', source='APM', service='service3', incidentId=3},Interval{startTime='04:40', endTime='04:45', intervalPeriod='04:40-04:45', date='12-4-2021'}
13,125,AlarmTemplates{id=13, message='Profile NP01SOA3- instance NP01SOA3- tablespace DSOA14_CUSTOM has 0.55% (567.30 MB) free space available (autoext.:YES- chunks:39.00)', host='wpdvorclupk01', source='APM', service='service3', incidentId=3},Interval{startTime='04:55', endTime='05:00', intervalPeriod='04:55-05:00', date='12-4-2021'}
13,12,AlarmTemplates{id=13, message='Profile NP01SOA3- instance NP01SOA3- tablespace DSOA14_CUSTOM has 0.55% (567.30 MB) free space available (autoext.:YES- chunks:39.00)', host='wpdvorclupk01', source='APM', service='service3', incidentId=3},Interval{startTime='05:10', endTime='05:15', intervalPeriod='05:10-05:15', date='12-4-2021'}
13,211,AlarmTemplates{id=13, message='Profile NP01SOA3- instance NP01SOA3- tablespace DSOA14_CUSTOM has 0.55% (567.30 MB) free space available (autoext.:YES- chunks:39.00)', host='wpdvorclupk01', source='APM', service='service3', incidentId=3},Interval{startTime='05:40', endTime='05:45', intervalPeriod='05:40-05:45', date='12-4-2021'}
13,13,AlarmTemplates{id=13, message='Profile NP01SOA3- instance NP01SOA3- tablespace DSOA14_CUSTOM has 0.55% (567.30 MB) free space available (autoext.:YES- chunks:39.00)', host='wpdvorclupk01', source='APM', service='service3', incidentId=3},Interval{startTime='05:55', endTime='06:00', intervalPeriod='05:55-06:00', date='12-4-2021'}
13,46,AlarmTemplates{id=13, message='Profile NP01SOA3- instance NP01SOA3- tablespace DSOA14_CUSTOM has 0.55% (567.30 MB) free space available (autoext.:YES- chunks:39.00)', host='wpdvorclupk01', source='APM', service='service3', incidentId=3},Interval{startTime='06:25', endTime='06:30', intervalPeriod='06:25-06:30', date='12-4-2021'}
13,87,AlarmTemplates{id=13, message='Profile NP01SOA3- instance NP01SOA3- tablespace DSOA14_CUSTOM has 0.55% (567.30 MB) free space available (autoext.:YES- chunks:39.00)', host='wpdvorclupk01', source='APM', service='service3', incidentId=3},Interval{startTime='06:40', endTime='06:45', intervalPeriod='06:40-06:45', date='12-4-2021'}
13,182,AlarmTemplates{id=13, message='Profile NP01SOA3- instance NP01SOA3- tablespace DSOA14_CUSTOM has 0.55% (567.30 MB) free space available (autoext.:YES- chunks:39.00)', host='wpdvorclupk01', source='APM', service='service3', incidentId=3},Interval{startTime='06:55', endTime='07:00', intervalPeriod='06:55-07:00', date='12-4-2021'}
13,219,AlarmTemplates{id=13, message='Profile NP01SOA3- instance NP01SOA3- tablespace DSOA14_CUSTOM has 0.55% (567.30 MB) free space available (autoext.:YES- chunks:39.00)', host='wpdvorclupk01', source='APM', service='service3', incidentId=3},Interval{startTime='07:10', endTime='07:15', intervalPeriod='07:10-07:15', date='12-4-2021'}
13,221,AlarmTemplates{id=13, message='Profile NP01SOA3- instance NP01SOA3- tablespace DSOA14_CUSTOM has 0.55% (567.30 MB) free space available (autoext.:YES- chunks:39.00)', host='wpdvorclupk01', source='APM', service='service3', incidentId=3},Interval{startTime='07:25', endTime='07:30', intervalPeriod='07:25-07:30', date='12-4-2021'}
13,133,AlarmTemplates{id=13, message='Profile NP01SOA3- instance NP01SOA3- tablespace DSOA14_CUSTOM has 0.55% (567.30 MB) free space available (autoext.:YES- chunks:39.00)', host='wpdvorclupk01', source='APM', service='service3', incidentId=3},Interval{startTime='07:40', endTime='07:45', intervalPeriod='07:40-07:45', date='12-4-2021'}
13,248,AlarmTemplates{id=13, message='Profile NP01SOA3- instance NP01SOA3- tablespace DSOA14_CUSTOM has 0.55% (567.30 MB) free space available (autoext.:YES- chunks:39.00)', host='wpdvorclupk01', source='APM', service='service3', incidentId=3},Interval{startTime='08:10', endTime='08:15', intervalPeriod='08:10-08:15', date='12-4-2021'}
13,281,AlarmTemplates{id=13, message='Profile NP01SOA3- instance NP01SOA3- tablespace DSOA14_CUSTOM has 0.55% (567.30 MB) free space available (autoext.:YES- chunks:39.00)', host='wpdvorclupk01', source='APM', service='service3', incidentId=3},Interval{startTime='08:25', endTime='08:30', intervalPeriod='08:25-08:30', date='12-4-2021'}
13,155,AlarmTemplates{id=13, message='Profile NP01SOA3- instance NP01SOA3- tablespace DSOA14_CUSTOM has 0.55% (567.30 MB) free space available (autoext.:YES- chunks:39.00)', host='wpdvorclupk01', source='APM', service='service3', incidentId=3},Interval{startTime='08:40', endTime='08:45', intervalPeriod='08:40-08:45', date='12-4-2021'}
13,244,AlarmTemplates{id=13, message='Profile NP01SOA3- instance NP01SOA3- tablespace DSOA14_CUSTOM has 0.55% (567.30 MB) free space available (autoext.:YES- chunks:39.00)', host='wpdvorclupk01', source='APM', service='service3', incidentId=3},Interval{startTime='08:55', endTime='09:00', intervalPeriod='08:55-09:00', date='12-4-2021'}
13,286,AlarmTemplates{id=13, message='Profile NP01SOA3- instance NP01SOA3- tablespace DSOA14_CUSTOM has 0.55% (567.30 MB) free space available (autoext.:YES- chunks:39.00)', host='wpdvorclupk01', source='APM', service='service3', incidentId=3},Interval{startTime='09:10', endTime='09:15', intervalPeriod='09:10-09:15', date='12-4-2021'}
13,33,AlarmTemplates{id=13, message='Profile NP01SOA3- instance NP01SOA3- tablespace DSOA14_CUSTOM has 0.55% (567.30 MB) free space available (autoext.:YES- chunks:39.00)', host='wpdvorclupk01', source='APM', service='service3', incidentId=3},Interval{startTime='09:25', endTime='09:30', intervalPeriod='09:25-09:30', date='12-4-2021'}
13,51,AlarmTemplates{id=13, message='Profile NP01SOA3- instance NP01SOA3- tablespace DSOA14_CUSTOM has 0.55% (567.30 MB) free space available (autoext.:YES- chunks:39.00)', host='wpdvorclupk01', source='APM', service='service3', incidentId=3},Interval{startTime='09:40', endTime='09:45', intervalPeriod='09:40-09:45', date='12-4-2021'}
13,237,AlarmTemplates{id=13, message='Profile NP01SOA3- instance NP01SOA3- tablespace DSOA14_CUSTOM has 0.55% (567.30 MB) free space available (autoext.:YES- chunks:39.00)', host='wpdvorclupk01', source='APM', service='service3', incidentId=3},Interval{startTime='09:55', endTime='10:00', intervalPeriod='09:55-10:00', date='12-4-2021'}
13,92,AlarmTemplates{id=13, message='Profile NP01SOA3- instance NP01SOA3- tablespace DSOA14_CUSTOM has 0.55% (567.30 MB) free space available (autoext.:YES- chunks:39.00)', host='wpdvorclupk01', source='APM', service='service3', incidentId=3},Interval{startTime='10:10', endTime='10:15', intervalPeriod='10:10-10:15', date='12-4-2021'}
13,257,AlarmTemplates{id=13, message='Profile NP01SOA3- instance NP01SOA3- tablespace DSOA14_CUSTOM has 0.55% (567.30 MB) free space available (autoext.:YES- chunks:39.00)', host='wpdvorclupk01', source='APM', service='service3', incidentId=3},Interval{startTime='10:40', endTime='10:45', intervalPeriod='10:40-10:45', date='12-4-2021'}
13,93,AlarmTemplates{id=13, message='Profile NP01SOA3- instance NP01SOA3- tablespace DSOA14_CUSTOM has 0.55% (567.30 MB) free space available (autoext.:YES- chunks:39.00)', host='wpdvorclupk01', source='APM', service='service3', incidentId=3},Interval{startTime='10:55', endTime='11:00', intervalPeriod='10:55-11:00', date='12-4-2021'}
13,88,AlarmTemplates{id=13, message='Profile NP01SOA3- instance NP01SOA3- tablespace DSOA14_CUSTOM has 0.55% (567.30 MB) free space available (autoext.:YES- chunks:39.00)', host='wpdvorclupk01', source='APM', service='service3', incidentId=3},Interval{startTime='11:25', endTime='11:30', intervalPeriod='11:25-11:30', date='12-4-2021'}
13,6,AlarmTemplates{id=13, message='Profile NP01SOA3- instance NP01SOA3- tablespace DSOA14_CUSTOM has 0.55% (567.30 MB) free space available (autoext.:YES- chunks:39.00)', host='wpdvorclupk01', source='APM', service='service3', incidentId=3},Interval{startTime='11:40', endTime='11:45', intervalPeriod='11:40-11:45', date='12-4-2021'}
13,138,AlarmTemplates{id=13, message='Profile NP01SOA3- instance NP01SOA3- tablespace DSOA14_CUSTOM has 0.55% (567.30 MB) free space available (autoext.:YES- chunks:39.00)', host='wpdvorclupk01', source='APM', service='service3', incidentId=3},Interval{startTime='11:55', endTime='12:00', intervalPeriod='11:55-12:00', date='12-4-2021'}
13,35,AlarmTemplates{id=13, message='Profile NP01SOA3- instance NP01SOA3- tablespace DSOA14_CUSTOM has 0.55% (567.30 MB) free space available (autoext.:YES- chunks:39.00)', host='wpdvorclupk01', source='APM', service='service3', incidentId=3},Interval{startTime='12:10', endTime='12:15', intervalPeriod='12:10-12:15', date='12-4-2021'}
13,190,AlarmTemplates{id=13, message='Profile NP01SOA3- instance NP01SOA3- tablespace DSOA14_CUSTOM has 0.55% (567.30 MB) free space available (autoext.:YES- chunks:39.00)', host='wpdvorclupk01', source='APM', service='service3', incidentId=3},Interval{startTime='12:40', endTime='12:45', intervalPeriod='12:40-12:45', date='12-4-2021'}
13,34,AlarmTemplates{id=13, message='Profile NP01SOA3- instance NP01SOA3- tablespace DSOA14_CUSTOM has 0.55% (567.30 MB) free space available (autoext.:YES- chunks:39.00)', host='wpdvorclupk01', source='APM', service='service3', incidentId=3},Interval{startTime='12:55', endTime='13:00', intervalPeriod='12:55-13:00', date='12-4-2021'}
13,145,AlarmTemplates{id=13, message='Profile NP01SOA3- instance NP01SOA3- tablespace DSOA14_CUSTOM has 0.55% (567.30 MB) free space available (autoext.:YES- chunks:39.00)', host='wpdvorclupk01', source='APM', service='service3', incidentId=3},Interval{startTime='13:10', endTime='13:15', intervalPeriod='13:10-13:15', date='12-4-2021'}
13,0,AlarmTemplates{id=13, message='Profile NP01SOA3- instance NP01SOA3- tablespace DSOA14_CUSTOM has 0.55% (567.30 MB) free space available (autoext.:YES- chunks:39.00)', host='wpdvorclupk01', source='APM', service='service3', incidentId=3},Interval{startTime='13:25', endTime='13:30', intervalPeriod='13:25-13:30', date='12-4-2021'}
13,122,AlarmTemplates{id=13, message='Profile NP01SOA3- instance NP01SOA3- tablespace DSOA14_CUSTOM has 0.55% (567.30 MB) free space available (autoext.:YES- chunks:39.00)', host='wpdvorclupk01', source='APM', service='service3', incidentId=3},Interval{startTime='13:40', endTime='13:45', intervalPeriod='13:40-13:45', date='12-4-2021'}
13,146,AlarmTemplates{id=13, message='Profile NP01SOA3- instance NP01SOA3- tablespace DSOA14_CUSTOM has 0.55% (567.30 MB) free space available (autoext.:YES- chunks:39.00)', host='wpdvorclupk01', source='APM', service='service3', incidentId=3},Interval{startTime='13:55', endTime='14:00', intervalPeriod='13:55-14:00', date='12-4-2021'}
13,41,AlarmTemplates{id=13, message='Profile NP01SOA3- instance NP01SOA3- tablespace DSOA14_CUSTOM has 0.55% (567.30 MB) free space available (autoext.:YES- chunks:39.00)', host='wpdvorclupk01', source='APM', service='service3', incidentId=3},Interval{startTime='14:10', endTime='14:15', intervalPeriod='14:10-14:15', date='12-4-2021'}
13,255,AlarmTemplates{id=13, message='Profile NP01SOA3- instance NP01SOA3- tablespace DSOA14_CUSTOM has 0.55% (567.30 MB) free space available (autoext.:YES- chunks:39.00)', host='wpdvorclupk01', source='APM', service='service3', incidentId=3},Interval{startTime='14:25', endTime='14:30', intervalPeriod='14:25-14:30', date='12-4-2021'}
13,78,AlarmTemplates{id=13, message='Profile NP01SOA3- instance NP01SOA3- tablespace DSOA14_CUSTOM has 0.55% (567.30 MB) free space available (autoext.:YES- chunks:39.00)', host='wpdvorclupk01', source='APM', service='service3', incidentId=3},Interval{startTime='14:40', endTime='14:45', intervalPeriod='14:40-14:45', date='12-4-2021'}
13,226,AlarmTemplates{id=13, message='Profile NP01SOA3- instance NP01SOA3- tablespace DSOA14_CUSTOM has 0.55% (567.30 MB) free space available (autoext.:YES- chunks:39.00)', host='wpdvorclupk01', source='APM', service='service3', incidentId=3},Interval{startTime='15:10', endTime='15:15', intervalPeriod='15:10-15:15', date='12-4-2021'}
13,240,AlarmTemplates{id=13, message='Profile NP01SOA3- instance NP01SOA3- tablespace DSOA14_CUSTOM has 0.55% (567.30 MB) free space available (autoext.:YES- chunks:39.00)', host='wpdvorclupk01', source='APM', service='service3', incidentId=3},Interval{startTime='15:25', endTime='15:30', intervalPeriod='15:25-15:30', date='12-4-2021'}
13,177,AlarmTemplates{id=13, message='Profile NP01SOA3- instance NP01SOA3- tablespace DSOA14_CUSTOM has 0.55% (567.30 MB) free space available (autoext.:YES- chunks:39.00)', host='wpdvorclupk01', source='APM', service='service3', incidentId=3},Interval{startTime='15:40', endTime='15:45', intervalPeriod='15:40-15:45', date='12-4-2021'}
13,273,AlarmTemplates{id=13, message='Profile NP01SOA3- instance NP01SOA3- tablespace DSOA14_CUSTOM has 0.55% (567.30 MB) free space available (autoext.:YES- chunks:39.00)', host='wpdvorclupk01', source='APM', service='service3', incidentId=3},Interval{startTime='15:55', endTime='16:00', intervalPeriod='15:55-16:00', date='12-4-2021'}
13,234,AlarmTemplates{id=13, message='Profile NP01SOA3- instance NP01SOA3- tablespace DSOA14_CUSTOM has 0.55% (567.30 MB) free space available (autoext.:YES- chunks:39.00)', host='wpdvorclupk01', source='APM', service='service3', incidentId=3},Interval{startTime='16:10', endTime='16:15', intervalPeriod='16:10-16:15', date='12-4-2021'}
13,230,AlarmTemplates{id=13, message='Profile NP01SOA3- instance NP01SOA3- tablespace DSOA14_CUSTOM has 0.55% (567.30 MB) free space available (autoext.:YES- chunks:39.00)', host='wpdvorclupk01', source='APM', service='service3', incidentId=3},Interval{startTime='16:25', endTime='16:30', intervalPeriod='16:25-16:30', date='12-4-2021'}
13,65,AlarmTemplates{id=13, message='Profile NP01SOA3- instance NP01SOA3- tablespace DSOA14_CUSTOM has 0.55% (567.30 MB) free space available (autoext.:YES- chunks:39.00)', host='wpdvorclupk01', source='APM', service='service3', incidentId=3},Interval{startTime='16:40', endTime='16:45', intervalPeriod='16:40-16:45', date='12-4-2021'}
13,233,AlarmTemplates{id=13, message='Profile NP01SOA3- instance NP01SOA3- tablespace DSOA14_CUSTOM has 0.55% (567.30 MB) free space available (autoext.:YES- chunks:39.00)', host='wpdvorclupk01', source='APM', service='service3', incidentId=3},Interval{startTime='16:55', endTime='17:00', intervalPeriod='16:55-17:00', date='12-4-2021'}
13,44,AlarmTemplates{id=13, message='Profile NP01SOA3- instance NP01SOA3- tablespace DSOA14_CUSTOM has 0.55% (567.30 MB) free space available (autoext.:YES- chunks:39.00)', host='wpdvorclupk01', source='APM', service='service3', incidentId=3},Interval{startTime='17:10', endTime='17:15', intervalPeriod='17:10-17:15', date='12-4-2021'}
13,187,AlarmTemplates{id=13, message='Profile NP01SOA3- instance NP01SOA3- tablespace DSOA14_CUSTOM has 0.55% (567.30 MB) free space available (autoext.:YES- chunks:39.00)', host='wpdvorclupk01', source='APM', service='service3', incidentId=3},Interval{startTime='17:25', endTime='17:30', intervalPeriod='17:25-17:30', date='12-4-2021'}
13,173,AlarmTemplates{id=13, message='Profile NP01SOA3- instance NP01SOA3- tablespace DSOA14_CUSTOM has 0.55% (567.30 MB) free space available (autoext.:YES- chunks:39.00)', host='wpdvorclupk01', source='APM', service='service3', incidentId=3},Interval{startTime='17:40', endTime='17:45', intervalPeriod='17:40-17:45', date='12-4-2021'}
13,47,AlarmTemplates{id=13, message='Profile NP01SOA3- instance NP01SOA3- tablespace DSOA14_CUSTOM has 0.55% (567.30 MB) free space available (autoext.:YES- chunks:39.00)', host='wpdvorclupk01', source='APM', service='service3', incidentId=3},Interval{startTime='17:55', endTime='18:00', intervalPeriod='17:55-18:00', date='12-4-2021'}
13,148,AlarmTemplates{id=13, message='Profile NP01SOA3- instance NP01SOA3- tablespace DSOA14_CUSTOM has 0.55% (567.30 MB) free space available (autoext.:YES- chunks:39.00)', host='wpdvorclupk01', source='APM', service='service3', incidentId=3},Interval{startTime='18:10', endTime='18:15', intervalPeriod='18:10-18:15', date='12-4-2021'}
13,152,AlarmTemplates{id=13, message='Profile NP01SOA3- instance NP01SOA3- tablespace DSOA14_CUSTOM has 0.55% (567.30 MB) free space available (autoext.:YES- chunks:39.00)', host='wpdvorclupk01', source='APM', service='service3', incidentId=3},Interval{startTime='18:55', endTime='19:00', intervalPeriod='18:55-19:00', date='12-4-2021'}
13,108,AlarmTemplates{id=13, message='Profile NP01SOA3- instance NP01SOA3- tablespace DSOA14_CUSTOM has 0.55% (567.30 MB) free space available (autoext.:YES- chunks:39.00)', host='wpdvorclupk01', source='APM', service='service3', incidentId=3},Interval{startTime='19:10', endTime='19:15', intervalPeriod='19:10-19:15', date='12-4-2021'}
13,112,AlarmTemplates{id=13, message='Profile NP01SOA3- instance NP01SOA3- tablespace DSOA14_CUSTOM has 0.55% (567.30 MB) free space available (autoext.:YES- chunks:39.00)', host='wpdvorclupk01', source='APM', service='service3', incidentId=3},Interval{startTime='19:25', endTime='19:30', intervalPeriod='19:25-19:30', date='12-4-2021'}
13,4,AlarmTemplates{id=13, message='Profile NP01SOA3- instance NP01SOA3- tablespace DSOA14_CUSTOM has 0.55% (567.30 MB) free space available (autoext.:YES- chunks:39.00)', host='wpdvorclupk01', source='APM', service='service3', incidentId=3},Interval{startTime='19:55', endTime='20:00', intervalPeriod='19:55-20:00', date='12-4-2021'}
